Entry	Gene Names	Gene Ontology IDs	Gene Ontology (GO)
I1S871	FGRAMPH1_01T23821		
I1S873	FGRAMPH1_01T23839		
I1S875			
I1S876	FGRAMPH1_01T23873		
I1S877	FGRAMPH1_01T23881		
I1S879	FGRAMPH1_01T23945		
I1S881	FGRAMPH1_01T23951		
I1S883	FGRAMPH1_01T23997		
I1S884	FGRAMPH1_01T24005		
I1S885	FGRAMPH1_01T24007		
I1S887	FG07124.1 FGRAMPH1_01T24021		
I1S889	FGRAMPH1_01T24041		
I1S890	FGRAMPH1_01T24043		
I1S896	FGRAMPH1_01T24075		
I1S899	FGRAMPH1_01T24089		
I1S8A1	FGRAMPH1_01T24103		
I1S8A2	FGRAMPH1_01T24115		
I1S8A3	FGRAMPH1_01T24131		
I1S8A5	FGRAMPH1_01T24149		
I1S8A7	FGRAMPH1_01T24173		
I1S8B0	FGRAMPH1_01T24193		
I1S8B1	FGRAMPH1_01T24197		
I1S8B2	FGRAMPH1_01T24211		
I1S8B5	FGRAMPH1_01T24251		
I1S8B7	FGRAMPH1_01T24261		
I1S8B8	FGRAMPH1_01T24263		
I1S8C1	FG07228.1 FGRAMPH1_01T24289	GO:0004742; GO:0006086; GO:0045254	pyruvate dehydrogenase complex [GO:0045254]; dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; pyruvate decarboxylation to acetyl-CoA [GO:0006086]
I1S8C2	FGRAMPH1_01T24293		
I1S8C4	FGRAMPH1_01T24305		
I1S8C5	FGRAMPH1_01T24319	GO:0005634; GO:0046872; GO:0051213	nucleus [GO:0005634]; dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
I1S8C6	FGRAMPH1_01T24325		
I1S8C7	FGRAMPH1_01T24331		
I1S8D0	FGRAMPH1_01T24391		
I1S8D1	FGRAMPH1_01T24417		
I1S8D3	FGRAMPH1_01T24433	GO:0004300; GO:0005739; GO:0006635	mitochondrion [GO:0005739]; enoyl-CoA hydratase activity [GO:0004300]; fatty acid beta-oxidation [GO:0006635]
I1S8D7	FGRAMPH1_01T24461		
I1S8D9	FGRAMPH1_01T24491		
I1S8E3	FGRAMPH1_01T24537		
I1S8E4	FGRAMPH1_01T24545		
I1S8E6	FGRAMPH1_01T24565		
I1S8E8	FGRAMPH1_01T24573		
I1S8E9	FG07341.1 FGRAMPH1_01T24577	GO:0005743; GO:0015230	mitochondrial inner membrane [GO:0005743]; FAD transmembrane transporter activity [GO:0015230]
I1S8F0	FGRAMPH1_01T24579	GO:0005742; GO:0030150; GO:0045040	mitochondrial outer membrane translocase complex [GO:0005742]; protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial outer membrane [GO:0045040]
I1S8F2	FG07343.1 FGRAMPH1_01T24585	GO:0110085; GO:0140278	mitotic actomyosin contractile ring [GO:0110085]; mitotic division septum assembly [GO:0140278]
I1S8F9	FGRAMPH1_01T24631	GO:0035091	phosphatidylinositol binding [GO:0035091]
I1S8G0	FGRAMPH1_01T24645		
I1S8G1	FGRAMPH1_01T24663		
I1S8G2	FGRAMPH1_01T24665		
I1S8G4	FGRAMPH1_01T24691		
I1S8G5	FGRAMPH1_01T24703		
I1S8G6	FGRAMPH1_01T24723		
I1S8G7	FGRAMPH1_01T24739		
I1S8G8	FGRAMPH1_01T24765	GO:0003700	DNA-binding transcription factor activity [GO:0003700]
I1S8G9	FGRAMPH1_01T24801		
I1S8H1	FGRAMPH1_01T24813		
I1S8H4	FGRAMPH1_01T24915	GO:0005739; GO:0052689	mitochondrion [GO:0005739]; carboxylic ester hydrolase activity [GO:0052689]
I1S8H5	FG07481.1 FGRAMPH1_01T24917	GO:0016874	ligase activity [GO:0016874]
I1S8H6	FGRAMPH1_01T24919		
I1S8H7	FGRAMPH1_01T24921		
I1S8H9	FGRAMPH1_01T24949	GO:0016491; GO:0046872	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
I1S8I1	FGRAMPH1_01T25035		
I1S8I2		GO:0005739; GO:0005829; GO:0045454	cytosol [GO:0005829]; mitochondrion [GO:0005739]; cell redox homeostasis [GO:0045454]
I1S8I4	FG07548.1		
I1S8I5	FGRAMPH1_01T25103		
I1S8I6	FG07563.1 FGRAMPH1_01T25105		
I1S8I7	FGRAMPH1_01T25139		
I1S8I8	FG07586.1 FGRAMPH1_01T25153	GO:0016787	hydrolase activity [GO:0016787]
I1S8I9	FGRAMPH1_01T25155		
I1S8J0	FGRAMPH1_01T25173		
I1S8J1	FGRAMPH1_01T25201	GO:0016757	glycosyltransferase activity [GO:0016757]
I1S8J3	FGRAMPH1_01T25205		
I1S8J4	FG07618.1 FGRAMPH1_01T25227	GO:0000981; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S8J7	FGRAMPH1_01T25297		
I1S8J8	FGRAMPH1_01T25303	GO:0004497; GO:0005506; GO:0016705; GO:0020037	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
I1S8K0	FGRAMPH1_01T25307		
I1S8K1	FGRAMPH1_01T25315		
I1S8K2	FGRAMPH1_01T25335		
I1S8K4	FGRAMPH1_01T25355		
I1S8K5	FGRAMPH1_01T25357		
I1S8K6	FGRAMPH1_01T25363		
I1S8K7	FG07677.1 FGRAMPH1_01T25365	GO:0005507; GO:0016491	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
I1S8K8			
I1S8K9	FGRAMPH1_01T25375		
I1S8L4	FGRAMPH1_01T25419		
I1S8L5	FG07703.1 FGRAMPH1_01T25427		
I1S8L6	FGRAMPH1_01T25429		
I1S8L7	FG07706.1 FGRAMPH1_01T25437		
I1S8L8	FGRAMPH1_01T25439	GO:0016491	oxidoreductase activity [GO:0016491]
I1S8L9			
I1S8M0	FGRAMPH1_01T25455		
I1S8M1	FGRAMPH1_01T25471		
I1S8M2	FGRAMPH1_01T25495		
I1S8M3	FGRAMPH1_01T25499		
I1S8M4	FG07727.1 FGRAMPH1_01T25501	GO:0016491	oxidoreductase activity [GO:0016491]
I1S8M5	FGRAMPH1_01T25507		
I1S8M6	FGRAMPH1_01T25513		
I1S8N3	FGRAMPH1_01T25537		
I1S8N6	FGRAMPH1_01T25567		
I1S8N7	FGRAMPH1_01T25575		
I1S8N8	FGRAMPH1_01T25593		
I1S8N9	FGRAMPH1_01T25617		
I1S8P3	FGRAMPH1_01T25681		
I1S8P4	FG07799.1 FGRAMPH1_01T25693	GO:0016787	hydrolase activity [GO:0016787]
I1S8P5	FGRAMPH1_01T25695	GO:0005634; GO:0005737; GO:0006414	cytoplasm [GO:0005737]; nucleus [GO:0005634]; translational elongation [GO:0006414]
I1S8P6	FG07806.1 FGRAMPH1_01T25709	GO:0004301; GO:0097176	epoxide hydrolase activity [GO:0004301]; epoxide metabolic process [GO:0097176]
I1S8P8	FGRAMPH1_01T25717		
I1S8P9	FGRAMPH1_01T25723		
I1S8Q0	FGRAMPH1_01T25725		
I1S8Q1	FGRAMPH1_01T25727		
I1S8Q2	FG07811.1 FGRAMPH1_01T25729	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
I1S8Q6	FGRAMPH1_01T25815		
I1S8Q7	FGRAMPH1_01T25847		
I1S8Q8	FGRAMPH1_01T25851		
I1S8Q9	FGRAMPH1_01T25867		
I1S8R0	FGRAMPH1_01T25883	GO:0016491	oxidoreductase activity [GO:0016491]
I1S8R3	FGRAMPH1_01T25935		
I1S8R4	FGRAMPH1_01T25939	GO:0003677; GO:0046872	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
I1S8R5	FGRAMPH1_01T25941		
I1S8R8	FGRAMPH1_01T25967		
I1S8R9	FGRAMPH1_01T25969		
I1S8S1	FGRAMPH1_01T25997		
I1S8S2	FGRAMPH1_01T26005		
I1S8S3	FGRAMPH1_01T26007		
I1S8S7	FGRAMPH1_01T26049		
I1S8S8	FGRAMPH1_01T26051		
I1S8S9	FG07957.1 FGRAMPH1_01T26073	GO:0005739; GO:0044877	mitochondrion [GO:0005739]; protein-containing complex binding [GO:0044877]
I1S8T1	FGRAMPH1_01T26101		
I1S8T2	FGRAMPH1_01T11279		
I1S8T7	FGRAMPH1_01T11205		
I1S8T8	FGRAMPH1_01T11197		
I1S8U0	FGRAMPH1_01T11193		
I1S8U2	FGRAMPH1_01T11165		
I1S8U3	FGRAMPH1_01T11139		
I1S8U8	FG08870.1 FGRAMPH1_01T11049	GO:0003676; GO:0005634; GO:0006397	nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; mRNA processing [GO:0006397]
I1S8U9	FGRAMPH1_01T11045	GO:0003676	nucleic acid binding [GO:0003676]
I1S8V0	FGRAMPH1_01T11043		
I1S8V1	FGRAMPH1_01T11039		
I1S8V3	FGRAMPH1_01T11035	GO:0003677; GO:0005634; GO:0005829	cytosol [GO:0005829]; nucleus [GO:0005634]; DNA binding [GO:0003677]
I1S8V4	FGRAMPH1_01T11033	GO:0005739; GO:0008677; GO:0050661	mitochondrion [GO:0005739]; 2-dehydropantoate 2-reductase activity [GO:0008677]; NADP binding [GO:0050661]
I1S8V5	FG08839.1 FGRAMPH1_01T10963		
I1S8V6	FGRAMPH1_01T10961		
I1S8V7	FGRAMPH1_01T10949		
I1S8W0	FGRAMPH1_01T10915		
I1S8W1	FGRAMPH1_01T10907		
I1S8W5	FG08815.1 FGRAMPH1_01T10887	GO:0000976; GO:0000981; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]
I1S8W6	FGRAMPH1_01T10885		
I1S8W7	FGRAMPH1_01T10823		
I1S8X0	FG08766.1 FGRAMPH1_01T10773	GO:0004366; GO:0008654; GO:0016287	glycerol-3-phosphate O-acyltransferase activity [GO:0004366]; glycerone-phosphate O-acyltransferase activity [GO:0016287]; phospholipid biosynthetic process [GO:0008654]
I1S8X1	FGRAMPH1_01T10771		
I1S8X2	FGRAMPH1_01T10765		
I1S8X3	FGRAMPH1_01T10761		
I1S8X4	FGRAMPH1_01T10741		
I1S8X5	FGRAMPH1_01T10717		
I1S8X6	FGRAMPH1_01T10695		
I1S8X9	FGRAMPH1_01T10685		
I1S8Y0	FGRAMPH1_01T10669		
I1S8Y1	FGRAMPH1_01T10667	GO:0005739; GO:0033617	mitochondrion [GO:0005739]; mitochondrial respiratory chain complex IV assembly [GO:0033617]
I1S8Y5	FGRAMPH1_01T10599	GO:0000978; GO:0001227; GO:0005654; GO:0008270	nucleoplasm [GO:0005654]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
I1S8Y6	FGRAMPH1_01T10597		
I1S8Y8	FGRAMPH1_01T10589		
I1S8Z0		GO:0003677; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
I1S8Z2	FGRAMPH1_01T10531		
I1S8Z4	FGRAMPH1_01T10511		
I1S8Z5	FGRAMPH1_01T10509		
I1S8Z7	FGRAMPH1_01T10445		
I1S900	FGRAMPH1_01T10399		
I1S901	FGRAMPH1_01T10395		
I1S902	FGRAMPH1_01T10391		
I1S904	FGRAMPH1_01T10371		
I1S916	FGRAMPH1_01T10203		
I1S920			
I1S926	FGRAMPH1_01T10079		
I1S927	FGRAMPH1_01T10057	GO:0005789; GO:0006629; GO:0140042	endoplasmic reticulum membrane [GO:0005789]; lipid droplet formation [GO:0140042]; lipid metabolic process [GO:0006629]
I1S929	FGRAMPH1_01T10033		
I1S931	FGRAMPH1_01T10009		
I1S937	FGRAMPH1_01T09959		
I1S939	FG08433.1 FGRAMPH1_01T09947		
I1S941	FGRAMPH1_01T09905		
I1S943	FGRAMPH1_01T09877		
I1S944	FGRAMPH1_01T09845		
I1S945	FGRAMPH1_01T09769		
I1S946	FGRAMPH1_01T09765		
I1S947	FGRAMPH1_01T09761		
I1S949	FGRAMPH1_01T09749		
I1S951	FGRAMPH1_01T09743		
I1S952	FGRAMPH1_01T09739		
I1S953	FGRAMPH1_01T09725		
I1S954	FGRAMPH1_01T09721		
I1S955	FGRAMPH1_01T09717	GO:0016491	oxidoreductase activity [GO:0016491]
I1S956	FGRAMPH1_01T09715	GO:0000981; GO:0003677; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S957	FGRAMPH1_01T09709		
I1S958	FGRAMPH1_01T09701	GO:0005737; GO:0016706; GO:0046872	cytoplasm [GO:0005737]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; metal ion binding [GO:0046872]
I1S960			
I1S962	FGRAMPH1_01T09663		
I1S965	FGRAMPH1_01T09611		
I1S966	FGRAMPH1_01T09601	GO:0005794; GO:0007030; GO:0009306	Golgi apparatus [GO:0005794]; Golgi organization [GO:0007030]; protein secretion [GO:0009306]
I1S967	FG08300.1 FGRAMPH1_01T09599		
I1S969	FG08287.1 FGRAMPH1_01T09567		
I1S970	FGRAMPH1_01T09561		
I1S972	FG08274.1 FGRAMPH1_01T09535		
I1S975	FGRAMPH1_01T09525		
I1S976	FGRAMPH1_01T09519		
I1S977	FG08260.1 FGRAMPH1_01T09501		
I1S981	FGRAMPH1_01T09467		
I1S982	FGRAMPH1_01T09453		
I1S984	FGRAMPH1_01T09449	GO:0006556; GO:0048269; GO:0048270	methionine adenosyltransferase complex [GO:0048269]; methionine adenosyltransferase regulator activity [GO:0048270]; S-adenosylmethionine biosynthetic process [GO:0006556]
I1S985	FGRAMPH1_01T09443		
I1S986	FGRAMPH1_01T09433		
I1S987	FGRAMPH1_01T09431		
I1S988	FG08225.1 FGRAMPH1_01T09411		
I1S989	FGRAMPH1_01T09409		
I1S991	FGRAMPH1_01T09379		
I1S992	FG08202.1 FGRAMPH1_01T09359	GO:0007155; GO:0030246	carbohydrate binding [GO:0030246]; cell adhesion [GO:0007155]
I1S993	FGRAMPH1_01T09357		
I1S994	FGRAMPH1_01T09345		
I1S995	FGRAMPH1_01T09341		
I1S998	FG08189.1 FGRAMPH1_01T09319		
I1S999	FGRAMPH1_01T09317	GO:0016020	membrane [GO:0016020]
I1S9A0	FGRAMPH1_01T09261		
I1S9A1	FGRAMPH1_01T09259	GO:0003677; GO:0005634	nucleus [GO:0005634]; DNA binding [GO:0003677]
I1S9A2	FGRAMPH1_01T09219		
I1S9A3	FG08143.1 FGRAMPH1_01T09217	GO:0016491; GO:0046872	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
I1S9A4	FGRAMPH1_01T09197		
I1S9A7	FGRAMPH1_01T09177		
I1S9A8	FGRAMPH1_01T09175		
I1S9B0	FGRAMPH1_01T09143		
I1S9B2	FG08088.1 FGRAMPH1_01T09089		
I1S9B3	FGRAMPH1_01T09087		
I1S9B4	FGRAMPH1_01T09083	GO:0016020; GO:0022857	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
I1S9B7	FGRAMPH1_01T09011		
I1S9B9	FGRAMPH1_01T08961		
I1S9C0	FG08029.1 FGRAMPH1_01T08955	GO:0016491; GO:0071949	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]
I1S9C1	FGRAMPH1_01T08953		
I1S9C2	FGRAMPH1_01T08945		
I1S9C3			
I1S9C6	FGRAMPH1_01T08923	GO:0005829; GO:0016618; GO:0030267; GO:0051287	cytosol [GO:0005829]; glyoxylate reductase (NADPH) activity [GO:0030267]; hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618]; NAD binding [GO:0051287]
I1S9C8	FG08008.1 FGRAMPH1_01T08897	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
I1S9D0	FGRAMPH1_01T08885		
I1S9D1	FGRAMPH1_01T08859		
I1S9D2	FGRAMPH1_01T08855		
I1S9D3	FGRAMPH1_01T08845		
I1S9D4	FGRAMPH1_01T08843		
I1S9D5	FGRAMPH1_01T08831		
I1S9E5	FGRAMPH1_01T28285		
I1S9E6	FGRAMPH1_01T28283		
I1S9E7	FGRAMPH1_01T28277	GO:0003676	nucleic acid binding [GO:0003676]
I1S9F1	FGRAMPH1_01T28253	GO:0005634; GO:0006753; GO:0019693; GO:0047631	nucleus [GO:0005634]; ADP-ribose diphosphatase activity [GO:0047631]; nucleoside phosphate metabolic process [GO:0006753]; ribose phosphate metabolic process [GO:0019693]
I1S9F2	FGRAMPH1_01T28251	GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]
I1S9F6	FGRAMPH1_01T28239	GO:0016020	membrane [GO:0016020]
I1S9F8	FGRAMPH1_01T28199	GO:0005634; GO:0016279; GO:0032259	nucleus [GO:0005634]; protein-lysine N-methyltransferase activity [GO:0016279]; methylation [GO:0032259]
I1S9G0	FGRAMPH1_01T28197	GO:0008270	zinc ion binding [GO:0008270]
I1S9G3	FGRAMPH1_01T28179	GO:0004519	endonuclease activity [GO:0004519]
I1S9G7	FGRAMPH1_01T28159	GO:0004252; GO:0006465; GO:0006627; GO:0042720	mitochondrial inner membrane peptidase complex [GO:0042720]; serine-type endopeptidase activity [GO:0004252]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; signal peptide processing [GO:0006465]
I1S9G8	FGRAMPH1_01T28113		
I1S9H3	FG09030.1 FGRAMPH1_01T28087		
I1S9H4	FGRAMPH1_01T28085		
I1S9H5	FGRAMPH1_01T28067		
I1S9H6	FGRAMPH1_01T28047		
I1S9H7	FGRAMPH1_01T28039		
I1S9H8	FGRAMPH1_01T28025	GO:0004674; GO:0005524	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
I1S9H9	FG09057.1 FGRAMPH1_01T28023		
I1S9I0	FGRAMPH1_01T28007		
I1S9I1	FGRAMPH1_01T27961		
I1S9I3	FGRAMPH1_01T27935	GO:0005737; GO:0016491	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]
I1S9I4	FGRAMPH1_01T27931		
I1S9I5	FGRAMPH1_01T27909		
I1S9I6	FGRAMPH1_01T27893		
I1S9I7	FGRAMPH1_01T27859		
I1S9I8	FG09130.1 FGRAMPH1_01T27857	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
I1S9J0	FGRAMPH1_01T27801		
I1S9J1	FGRAMPH1_01T27787		
I1S9J2	FGRAMPH1_01T27779		
I1S9J4	FGRAMPH1_01T27747		
I1S9J5			
I1S9J6	FGRAMPH1_01T27729	GO:0005524	ATP binding [GO:0005524]
I1S9J7	FGRAMPH1_01T27689		
I1S9J8	FGRAMPH1_01T27687		
I1S9J9	FGRAMPH1_01T27675		
I1S9K1	FGRAMPH1_01T27599		
I1S9K2	FGRAMPH1_01T27591		
I1S9K3	FG09242.1 FGRAMPH1_01T27583		
I1S9K4	FGRAMPH1_01T27581		
I1S9K5	FGRAMPH1_01T27573	GO:0016020; GO:0022857	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
I1S9K6	FGRAMPH1_01T27571		
I1S9K8	FGRAMPH1_01T27537		
I1S9K9	FGRAMPH1_01T27505	GO:0003723; GO:0005634	nucleus [GO:0005634]; RNA binding [GO:0003723]
I1S9L0	FG09273.1 FGRAMPH1_01T27503	GO:0003723; GO:0005634; GO:0006397	nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]
I1S9L1	FGRAMPH1_01T27489		
I1S9L4	FGRAMPH1_01T27459		
I1S9L5	FG09292.1 FGRAMPH1_01T27451	GO:0004222; GO:0006508; GO:0046872	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
I1S9L6	FGRAMPH1_01T27449	GO:0016787; GO:0043138; GO:0051321	3'-5' DNA helicase activity [GO:0043138]; hydrolase activity [GO:0016787]; meiotic cell cycle [GO:0051321]
I1S9L8		GO:0005794; GO:0015031	Golgi apparatus [GO:0005794]; protein transport [GO:0015031]
I1S9M0	FG09314.1 FGRAMPH1_01T27397	GO:0000398; GO:0005684; GO:0071014	post-mRNA release spliceosomal complex [GO:0071014]; U2-type spliceosomal complex [GO:0005684]; mRNA splicing, via spliceosome [GO:0000398]
I1S9M3	FGRAMPH1_01T27381		
I1S9M6	FGRAMPH1_01T27363		
I1S9M9	FGRAMPH1_01T27341		
I1S9N5	FGRAMPH1_01T27307		
I1S9N6	FGRAMPH1_01T27285		
I1S9N7	FGRAMPH1_01T27283		
I1S9N8	FG09405.1 FGRAMPH1_01T27177	GO:0005634; GO:0005737	cytoplasm [GO:0005737]; nucleus [GO:0005634]
I1S9P0	FGRAMPH1_01T27163		
I1S9P1	FGRAMPH1_01T27159		
I1S9P2	FGRAMPH1_01T27157		
I1S9P5	FGRAMPH1_01T27123		
I1S9P6	FGRAMPH1_01T27121		
I1S9P9	FGRAMPH1_01T27091		
I1S9Q3	FGRAMPH1_01T27071		
I1S9Q6		GO:0006520; GO:0008483; GO:0030170	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; amino acid metabolic process [GO:0006520]
I1S9R0	FGRAMPH1_01T27045		
I1S9R1	FGRAMPH1_01T27025		
I1S9R2	FGRAMPH1_01T27013		
I1S9R3	FGRAMPH1_01T27011		
I1S9R7	FGRAMPH1_01T26949		
I1S9R8	FGRAMPH1_01T26947		
I1S9R9	FGRAMPH1_01T26919		
I1S9S0	FGRAMPH1_01T26887		
I1S9S1	FGRAMPH1_01T26849		
I1S9S6	FGRAMPH1_01T26795	GO:0005634; GO:0005829; GO:0008540; GO:0031593; GO:0043161	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome regulatory particle, base subcomplex [GO:0008540]; polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
I1S9S7	FGRAMPH1_01T26793		
I1S9T2	FGRAMPH1_01T26697		
I1S9T5	FGRAMPH1_01T26587	GO:0015035	protein-disulfide reductase activity [GO:0015035]
I1S9T6	FG09652.1 FGRAMPH1_01T26585	GO:0003884; GO:0005737; GO:0019478; GO:0071949	cytoplasm [GO:0005737]; D-amino-acid oxidase activity [GO:0003884]; FAD binding [GO:0071949]; D-amino acid catabolic process [GO:0019478]
I1S9T8	FG09656.1 FGRAMPH1_01T26577	GO:0016791	phosphatase activity [GO:0016791]
I1S9U1	FG09664.1 FGRAMPH1_01T26563	GO:0005666; GO:0042797	RNA polymerase III complex [GO:0005666]; tRNA transcription by RNA polymerase III [GO:0042797]
I1S9U2	FGRAMPH1_01T26561	GO:0000462; GO:0032040	small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
I1S9U3	FGRAMPH1_01T26537		
I1S9U4	FGRAMPH1_01T26535	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
I1S9U6	FGRAMPH1_01T26475	GO:0001727; GO:0005737; GO:0016020; GO:0046512	cytoplasm [GO:0005737]; membrane [GO:0016020]; lipid kinase activity [GO:0001727]; sphingosine biosynthetic process [GO:0046512]
I1S9U7	FGRAMPH1_01T26465		
I1S9U8	FGRAMPH1_01T26459		
I1S9U9	FGRAMPH1_01T26455	GO:0018580	nitronate monooxygenase activity [GO:0018580]
I1S9V0	FG09711.1 FGRAMPH1_01T26453		
I1S9V1	FGRAMPH1_01T26397		
I1S9V2			
I1S9V4	FGRAMPH1_01T26377		
I1S9V5	FGRAMPH1_01T26365		
I1S9V8	FGRAMPH1_01T26323		
I1S9W1	FGRAMPH1_01T26303		
I1S9W3	FGRAMPH1_01T26297		
I1S9W7	FGRAMPH1_01T26251		
I1S9W8	FGRAMPH1_01T26235		
I1S9W9	FG09808.1 FGRAMPH1_01T26227	GO:0000329; GO:0015174	fungal-type vacuole membrane [GO:0000329]; basic amino acid transmembrane transporter activity [GO:0015174]
I1S9X4	FGRAMPH1_01T26193	GO:0016787	hydrolase activity [GO:0016787]
I1S9X5	FGRAMPH1_01T26157		
I1S9X8	FGRAMPH1_01T26135		
I1S9Y2		GO:0004620; GO:0005737; GO:0046872	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; phospholipase activity [GO:0004620]
I1S9Y7	FGRAMPH1_01T06753		
I1S9Y8	FGRAMPH1_01T06841		
I1S9Y9	FG09942.1		
I1S9Z1	FGRAMPH1_01T06907		
I1S9Z2	FGRAMPH1_01T06931		
I1S9Z5	FGRAMPH1_01T06971		
I1S9Z6	FGRAMPH1_01T06993		
I1S9Z9	FGRAMPH1_01T07009		
I1SA00	FGRAMPH1_01T07011		
I1SA01	FGRAMPH1_01T07013		
I1SA02	FGRAMPH1_01T07015		
I1SA04	FGRAMPH1_01T07019		
I1SA07	FGRAMPH1_01T07053		
I1SA08			
I1SA09	FGRAMPH1_01T07115		
I1SA10	FGRAMPH1_01T07119		
I1SA11	FGRAMPH1_01T07125		
I1SA12	FGRAMPH1_01T07149		
I1SA14	FGRAMPH1_01T07175		
I1SA15	FGRAMPH1_01T07189		
I1SA16	FGRAMPH1_01T07203		
I1SA17	FGRAMPH1_01T07209		
I1SA20	FGRAMPH1_01T07255		
I1SA22	FGRAMPH1_01T07269		
I1SA23	FGRAMPH1_01T07301		
I1SA24	FGRAMPH1_01T07313		
I1SA25	FGRAMPH1_01T07321		
I1SA26	FGRAMPH1_01T07363		
I1SA27	FGRAMPH1_01T07403	GO:0008171; GO:0008757; GO:0032259	O-methyltransferase activity [GO:0008171]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
I1SA28	FG10151.1 FGRAMPH1_01T07405		
I1SA32	FG10182.1 FGRAMPH1_01T07473		
I1SA33	FGRAMPH1_01T07475	GO:0000256; GO:0004848; GO:0006144; GO:0050385	ureidoglycolate hydrolase activity [GO:0004848]; ureidoglycolate lyase activity [GO:0050385]; allantoin catabolic process [GO:0000256]; purine nucleobase metabolic process [GO:0006144]
I1SA34	FGRAMPH1_01T07483	GO:0016020; GO:0022857	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
I1SA35			
I1SA37			
I1SA38	FGRAMPH1_01T07505		
I1SA39	FGRAMPH1_01T07589		
I1SA40	FGRAMPH1_01T07597		
I1SA42			
I1SA43	FGRAMPH1_01T07641		
I1SA46	FGRAMPH1_01T07675		
I1SA47	FG10273.1 FGRAMPH1_01T07699	GO:0003729; GO:0006417	mRNA binding [GO:0003729]; regulation of translation [GO:0006417]
I1SA48	FGRAMPH1_01T07701		
I1SA52	FGRAMPH1_01T07721		
I1SA53	FGRAMPH1_01T07729		
I1SA55	FGRAMPH1_01T07761		
I1SA56	FG10298.1 FGRAMPH1_01T07763	GO:0006633; GO:0016616; GO:0048038	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]; fatty acid biosynthetic process [GO:0006633]
I1SA60	FGRAMPH1_01T07847		
I1SA62	FG10334.1 FGRAMPH1_01T07851		
I1SA68	FGRAMPH1_01T07969		
I1SA69	FGRAMPH1_01T08025		
I1SA72	FGRAMPH1_01T08031		
I1SA74	FG10427.1 FGRAMPH1_01T08079	GO:0016491; GO:0071949	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]
